arm,cost_mult,cost_pct,mdd_pct,n_days,net_2020,net_2021,net_2022,net_2023,net_2024,net_pct,panel,seed,sharpe,sharpe_2020,sharpe_2021,sharpe_2022,sharpe_2023,sharpe_2024,turnover
Online GRU,1.0,6.332953919486535,15.820349193309507,1251,26.615969910532932,16.911593628642134,0.15691994682424276,-1.5454070019595094,7.7909194893858755,49.929995973425676,set4,50,0.7312384765243873,1.0694180829611482,1.892955668057355,0.015398014245142744,-0.16741257044648775,1.1090572381289143,0.1403227801353615
Online GRU,1.5,9.499430879229804,15.876570496998102,1251,,,,,,46.76351901368241,set4,50,0.684888649334274,,,,,,0.1403227801353615
Online GRU,2.0,12.66590783897307,15.932791800686704,1251,,,,,,43.59704205393914,set4,50,0.6385345204013341,,,,,,0.1403227801353615
Online GRU,3.0,18.998861758459608,16.045234408063898,1251,,,,,,37.2640881344526,set4,50,0.5458142614270214,,,,,,0.1403227801353615
Online GRU,5.0,31.664769597432677,16.31730919653424,1251,,,,,,24.598180295479533,set4,50,0.3603320734112232,,,,,,0.1403227801353615
Online GRU,1.0,6.081118432333392,21.230899601739882,1251,31.52675509791134,4.8354202744799535,5.363830364321583,16.747121674494856,6.265271480301206,64.73839889150894,set4,51,1.0923468078494882,1.675100279464283,0.47842543201959614,0.4552048842799051,2.0712798314574017,0.9346531725267045,0.1337656207969634
Online GRU,1.5,9.121677648500086,21.30196520559148,1251,,,,,,61.697839675342244,set4,51,1.0412021092174204,,,,,,0.1337656207969634
Online GRU,2.0,12.162236864666784,21.373030809443083,1251,,,,,,58.65728045917555,set4,51,0.9900394529120954,,,,,,0.1337656207969634
Online GRU,3.0,18.24335529700017,21.515162017146288,1251,,,,,,52.57616202684214,set4,51,0.8876616538275608,,,,,,0.1337656207969634
Online GRU,5.0,30.405592161666956,21.799424432552687,1251,,,,,,40.41392516217537,set4,51,0.6827058530735353,,,,,,0.1337656207969634
Online LSTM,1.0,5.597615094889661,35.517559964170516,1249,-20.018217348762807,13.629648703186284,0.2843610015049791,0.11510117111798099,-2.111295271150434,-8.100401744104,set1,42,-0.11223503370003957,-0.9816064650354677,1.1997669912995335,0.01815154194347913,0.009051243901968986,-0.2157184664753137,0.11785401067655293
Online LSTM,1.5,8.396422642334493,35.61734073292697,1249,,,,,,-10.899209291548825,set1,42,-0.15102118466935247,,,,,,0.11785401067655293
Online LSTM,2.0,11.195230189779322,35.717121501683415,1249,,,,,,-13.698016838993663,set1,42,-0.1898108540570853,,,,,,0.11785401067655293
Online LSTM,3.0,16.792845284668985,35.916683039196315,1249,,,,,,-19.295631933883314,set1,42,-0.26740017989283144,,,,,,0.11785401067655293
Online LSTM,5.0,27.98807547444831,36.31580611422213,1249,,,,,,-30.490862123662644,set1,42,-0.4226147982785729,,,,,,0.11785401067655293
Online LSTM,1.0,5.63693496131093,28.039983076285264,1249,-7.763866610623646,18.689056888277936,0.1656725576124736,5.785379327719594,1.562191460357066,18.438433623343407,set1,43,0.24619769051238863,-0.3490650093318266,1.3944095948503055,0.009940815644806622,0.6315361047704505,0.16074723627789075,0.12212186613257747
Online LSTM,1.5,8.455402441966394,28.11976110711819,1249,,,,,,15.619966142687952,set1,43,0.2085760714940485,,,,,,0.12212186613257747
Online LSTM,2.0,11.27386992262186,28.199539137951113,1249,,,,,,12.801498662032484,set1,43,0.17095001152414888,,,,,,0.12212186613257747
Online LSTM,3.0,16.910804883932787,28.359095199616963,1249,,,,,,7.164563700721556,set1,43,0.09568510845243518,,,,,,0.12212186613257747
Online LSTM,5.0,28.18467480655465,28.678207322948673,1249,,,,,,-4.109306221900299,set1,43,-0.05489204721020024,,,,,,0.12212186613257747
Online LSTM,1.0,5.824762274873269,44.983343005767814,1249,14.14752455782099,14.509040986897976,-0.6688376928845379,15.95377319489121,9.857140343144117,53.79864138986975,set1,44,0.7113005100298114,0.561683004804016,1.2735528190875613,-0.04465089857385381,1.826464814010878,1.0395165172726273,0.12670221818661337
Online LSTM,1.5,8.737143412309905,45.07033998529683,1249,,,,,,50.886260252433104,set1,44,0.6728457609204747,,,,,,0.12670221818661337
Online LSTM,2.0,11.649524549746538,45.15733696482583,1249,,,,,,47.97387911499647,set1,44,0.634384470355861,,,,,,0.12670221818661337
Online LSTM,3.0,17.47428682461981,45.33133092388383,1249,,,,,,42.14911684012321,set1,44,0.5574427430441781,,,,,,0.12670221818661337
Online LSTM,5.0,29.123811374366348,45.679318841999844,1249,,,,,,30.499592290376683,set1,44,0.4034860572879947,,,,,,0.12670221818661337
Online LSTM,1.0,4.84967050202651,35.77485491872434,1249,6.224194840488259,7.557689126853171,3.7514579077412145,-4.417154581720241,3.436931831363298,16.553119124725704,set1,45,0.21647251626220904,0.25985327799187424,0.6418047853276213,0.2721675097313162,-0.3703072414335957,0.2969931481633822,0.10660679224906197
