islands,panel,seed,net_pct,sharpe,mdd_pct
20,set1,47,-7.406735463431839,-0.08971657297589085,43.57260064232149
20,set1,48,45.30211554127695,0.660115924919026,35.322292922220605
20,set1,49,28.255737711064683,0.384147943394383,31.734887250451077
20,set1,50,4.817050991817101,0.061986986668834676,36.47707073782173
20,set1,51,11.50497306058643,0.1424348460085965,45.12269623615457
20,set2,42,86.49604957820199,1.405160697663395,17.809287591339206
20,set2,43,57.95192049698458,0.9198424753817076,24.670191290718137
20,set2,44,77.10406799858872,1.3588312591073255,18.49846234773809
20,set2,45,78.30080405257786,1.1934959419940936,24.92911173049322
20,set2,46,48.35527850963466,0.7513317122720421,24.396723791863064
20,set2,47,62.6846712015729,1.2257869084325443,13.800599336788064
20,set2,48,75.36948531265658,1.263913449179893,16.84241815044558
20,set2,49,74.48361330524504,1.2133202605483433,19.434411396661343
20,set2,50,72.96924270000582,1.197831460480328,22.968182800082797
20,set2,51,54.299445794102276,1.0359521426776848,16.483739499832335
20,set3,42,38.525763577923314,0.4616333962979326,26.817640219067158
20,set3,43,39.76733510961296,0.5294407924417263,23.047107345806065
20,set3,44,25.176560605671604,0.336231796855501,30.26507864964816
20,set3,45,12.295513914694903,0.16976321335073266,24.698255346213294
20,set3,46,37.69677266550786,0.5170523878706234,21.154336284620815
20,set3,47,51.64416486861986,0.7275020340549996,22.143323175403793
20,set3,48,33.21068045069484,0.4075847088091618,21.84738302490041
20,set3,49,26.435197991535553,0.3476902342001347,27.8273219168897
20,set3,50,38.45855324380158,0.5547595640471257,19.647195000391797
20,set3,51,41.48379049365685,0.5305555770639505,24.82231582710069
20,set4,42,47.91318929367055,0.6626779229078666,23.726612137039442
20,set4,43,42.00661730012755,0.6564214803529893,25.61677826881814
20,set4,44,34.76480447328578,0.5477443601071837,19.79988214760833
20,set4,45,43.34778428137868,0.6723146309173168,19.02342455310598
20,set4,46,37.298151526285395,0.6088467258187769,23.1828276327852
20,set4,47,39.51237473986091,0.5735152325314787,21.835630260971726
20,set4,48,51.5091593775762,0.8234779499256316,17.834324783674376
